,problems,keywords,urls,contents,target,,
1129,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,,valid,,
1130,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Name * ,valid,,
1131,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Email * ,valid,,
1132,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ," 

",valid,,
1133,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,,valid,,
1134,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,,valid,,
1135,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Published 4m ago - CBNEditor,valid,,
1136,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Rich Turrin is the author of the best-selling “Innovation Lab Excellence” and soon to be published “China’s Digital Currency Revolution.” He previously headed IBM’s Fintech Innovation Lab in Singapore and IBM’s banking risk technology team in China after a 20 ... More »,valid,,
1137,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Published 1d ago - CBNEditor,valid,,
1138,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,The Chinese central bank and China’s forex authority hope to facilitate cross-border financing for domestic small businesses via adjustments to a key macro-prudential assessment parameter. More »,valid,,
1139,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Published 7h ago - 4 bookmarks,valid,,
1140,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Published 9h ago - 5 bookmarks,valid,,
1141,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Published 9h ago - 4 bookmarks,valid,,
1142,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,Published 1d ago - 9 bookmarks,valid,,
1143,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,by CBNEditor1,valid,,
1144,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,© 2020. China Banking News. All rights reserved. ,valid,,
1145,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",http://www.chinabankingnews.com/2019/05/05/ant-financials-mybank-commits-to-being-idiotic-about-financial-inclusion-following-poor-profits-in-2018/ ,"By using this site you agree to the use of cookies, more info.",valid,,
1146,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,"In the West – especially since the 2008 recession – companies often complain about how difficult it is to getcredit from the banks. In China this concern is even more common, due to the banks (all of them state-owned) receiving government instructions to mainly lend specifically to state-owned corporations, leaving a fairly small proportion of credit capacity to private companies.",valid,,
1147,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,"Well, we all know how in Asia aproblem constitutes in reality an opportunity… and for nobody else more than for Jack Ma, founder and former President of the Alibaba Group, the Chinese technology giant.",valid,,
1148,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,"Alibaba is already a leader in e-commerce, electronic payments and other digital services. And now there is MYbank, an online bank filling in a major gap in the Chinese financial market. ",valid,,
1149,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,Sources: Reuters &amp, Caixin Global,valid,
1150,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,Your email address will not be published. Required fields are marked *,valid,,
1151,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,Name*,valid,,
1152,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,Email*,valid,,
1153,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,Website,valid,,
1154,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,"Save my name, email, and website in this browser for the next time I comment.",valid,,
1155,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ," 

",valid,,
1156,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,LEGAL NOTICE,valid,,
1157,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,PRIVACY POLICY,valid,,
1158,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,COOKIE POLICY,valid,,
1159,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,Copyright © 2019 S³ Strategic Sourcing Solutions ,valid,,
1160,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,Web design by ImplementaOnline,valid,,
1161,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.groups3.com/online-banking-the-revolution-started-by-mybank-alibabas-bank/ ,Necessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.,valid,,
1162,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,"Sign in to bookmark, comment, and subscribe.",valid,,
1163,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,© 2019 KrASIA,valid,,
1164,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,"MYbank, an online lender backed by Ant Financial and Fosun, has, in its four years of existence, issued more than RMB 2 trillion (USD 290 billion) worth of loans to its clients.",valid,,
1165,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,"Simon Hu, Chairman of MYbank, said at the Microfinance Industry Summit in Hangzhou today that the client size of the Hangzhou-based online lender and its predecessor AliFinance has grown tenfold from 1.7 million in 2016 to 17.5 million.",valid,,
1166,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,"About 80% of MYbank’s clients are first-time borrowers and 99 out of 100 repay their loans on time, according to Hu. MYbank’s non-performing loan ratio for 2018 was 1.3%, lower than the 1.89% national average.",valid,,
1167,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,"More than half of MYbank’s clients are small and micro enterprises (SMEs) with fewer than five employees. Mom-and-pop shops are the single largest client group. Nearly 90% of MYbank’s clients are from lower-tier cities in China and 45% of MYbank’s loans are under RMB 50,000 (USD 7,000), according to the company.",valid,,
1168,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,"“We look forward to increasing the inclusivity of financial services for SMEs by sharing our technologies with more financial institution partners,” Hu said.",valid,,
1169,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years , ,valid,,
1170,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,"Update: This article was edited at the request of MYbank. In a previous version, we had stated the total sum of money lent by MYbank over four years to be RMB 3 trillion, which is what MYbank Chairman Simon Hu said today at a conference. MYbank later corrected this figure, saying it added up to RMB 2 trillion instead.",valid,,
1171,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years , ,valid,,
1172,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years , ,valid,,
1173,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,"
As we encourage authentic discussions in our community, only members with a verified profile can post comments. Please complete your profile and sign up as a community member.
",valid,,
1174,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://kr-asia.com/ant-financial-backed-mybank-gave-out-more-than-usd-400-billion-in-loans-in-the-past-four-years ,©2018 KrASIA. All Rights Reserved.,valid,,
1175,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.reuters.com/article/us-china-banks-regulations/china-banks-bad-loan-ratio-climbs-to-10-year-high-at-end-2018-idUSKCN1P50XR ,2 Min Read,valid,,
1176,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.reuters.com/article/us-china-banks-regulations/china-banks-bad-loan-ratio-climbs-to-10-year-high-at-end-2018-idUSKCN1P50XR ,"BEIJING/SINGAPORE (Reuters) - Chinese commercial banks’ non-performing loan (NPL) ratio hit a 10-year high of 1.89 percent at the end of last year amid an economic slowdown, an official with the country’s banking regulator said on Friday. ",valid,,
1177,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.reuters.com/article/us-china-banks-regulations/china-banks-bad-loan-ratio-climbs-to-10-year-high-at-end-2018-idUSKCN1P50XR ,"Total NPLs of commercial banks amounted to 2 trillion yuan  ($296.52 billion) at the end of December, unchanged from the third quarter, Liu Zhiqing, deputy head of the statistics department of the China Banking and Insurance Regulatory Commission (CBIRC), told reporters at a quarterly press conference. ",valid,,
1178,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://www.reuters.com/article/us-china-banks-regulations/china-banks-bad-loan-ratio-climbs-to-10-year-high-at-end-2018-idUSKCN1P50XR ,"“Risks remain under control in general,” he said. ",valid,,
